,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
1831,83,PHI,1979,Cal State Fullerton,1,44,231,115,58,15,.348,.500,.459,5.3,2.6,1.3,0.3,-0.3,-.062,-8.8,-0.5,198.12,102.0582,Small Forward
1832,104,HOU,1979,Oklahoma City University,10,700,16248,6684,1164,3339,.450,.234,.834,23.2,9.5,1.7,4.8,29.9,.088,0.4,9.8,183.11090909090908,77.11064,Point Guard
1833,185,UTA,1979,Northern Illinois,1,57,776,316,125,77,.470,.200,.688,13.6,5.5,2.2,1.4,-0.1,-.009,-4.2,-0.4,195.11818181818182,86.18248,Small Forward
1834,1,POR,1978,Minnesota,12,935,27764,12810,6951,2141,.504,.083,.655,29.7,13.7,7.4,2.3,59.1,.102,0.1,14.5,183.11090909090908,102.511792,Center
1835,2,KCK,1978,UNC,7,482,13503,5594,854,3083,.467,.210,.820,28.0,11.6,1.8,6.4,23.3,.083,-0.8,4.1,186.11272727272728,79.3786,Point Guard
1836,3,IND,1978,Kentucky,8,493,8824,3723,2301,611,.501,.125,.650,17.9,7.6,4.7,1.2,15.8,.086,-1.9,0.1,183.41109090909092,104.32616,Center
1837,4,NYK,1978,Montana,8,556,18589,8253,3056,3899,.457,.220,.690,33.4,14.8,5.5,7.0,35.2,.091,2.5,21.2,195.11818181818182,85.728888,Point Guard
1838,5,GSW,1978,Jackson State University,12,842,24549,14607,3625,2123,.474,.282,.824,29.2,17.3,4.3,2.5,51.1,.100,0.0,12.1,201.12181818181818,95.25431999999999,Small Forward
1839,6,BOS,1978,Indiana State University,13,897,34443,21791,8974,5695,.496,.376,.886,38.4,24.3,10.0,6.3,145.8,.203,6.9,77.2,207.12545454545457,99.79024,Small Forward
1840,7,POR,1978,Arkansas,8,501,12892,5971,971,920,.459,.248,.824,25.7,11.9,1.9,1.8,17.3,.065,-1.3,2.4,192.11636363636364,81.64656,Shooting Guard
1841,8,BOS,1978,Portland State,6,323,6606,4738,510,516,.467,.331,.824,20.5,14.7,1.6,1.6,10.0,.072,-0.5,2.4,192.11636363636364,86.18248,Shooting Guard
1842,9,CHI,1978,UNLV,13,1026,34603,19015,3349,6453,.471,.252,.826,33.7,18.5,3.3,6.3,66.9,.093,0.1,18.5,201.12181818181818,86.18248,Shooting Guard
1843,11,NOJ,1978,San Francisco,4,249,5379,1410,1312,315,.481,.333,.700,21.6,5.7,5.3,1.3,6.3,.056,-1.2,1.0,204.12363636363636,99.79024,Power Forward
1844,12,MIL,1978,St. John's,8,464,9878,4214,2610,817,.463,.189,.779,21.3,9.1,5.6,1.8,14.1,.068,-1.4,1.4,201.12181818181818,95.25431999999999,Power Forward
1845,12,MIL,1978,St. John's,8,464,9878,4214,2610,817,.463,.189,.779,21.3,9.1,5.6,1.8,14.1,.068,-1.4,1.4,183.41109090909092,92.98636,Center
1846,79,CHI,1970,Dillard University,13,904,18102,4369,5887,929,.451,.500,.694,20.0,4.8,6.5,1.0,33.0,.087,0.1,9.4,201.12181818181818,95.25431999999999,Power Forward
1847,79,CHI,1970,Dillard University,13,904,18102,4369,5887,929,.451,.500,.694,20.0,4.8,6.5,1.0,33.0,.087,0.1,9.4,183.41109090909092,92.98636,Center
1848,13,NJN,1978,San Francisco,3,177,3035,1478,363,207,.435,.000,.783,17.1,8.4,2.1,1.2,0.9,.014,-3.7,-1.3,198.12,83.91452,Shooting Guard
1849,14,WSB,1978,Bradley,6,345,5803,3011,702,486,.470,.253,.834,16.8,8.7,2.0,1.4,8.5,.071,-2.0,0.0,198.12,92.98636,Shooting Guard
1850,15,CLE,1978,Auburn,10,759,24537,15016,4246,1010,.493,.216,.779,32.3,19.8,5.6,1.3,50.2,.098,-1.2,5.2,201.12181818181818,97.52228,Small Forward
1851,16,ATL,1978,Kentucky,2,156,2601,1040,456,142,.401,.000,.791,16.7,6.7,2.9,0.9,4.3,.079,-1.1,0.6,195.11818181818182,92.98636,Small Forward
1852,18,WSB,1978,DePaul,13,891,20772,7615,5262,1477,.484,.189,.747,23.3,8.5,5.9,1.7,37.3,.086,-0.7,7.0,183.41109090909092,113.398,Center
1853,19,PHO,1978,Syracuse,4,263,4254,1495,586,409,.463,.326,.736,16.2,5.7,2.2,1.6,4.2,.048,-2.4,-0.5,201.12181818181818,97.52228,Small Forward
1854,21,DEN,1978,Kansas State,9,591,9858,4531,808,1514,.452,.307,.807,16.7,7.7,1.4,2.6,9.3,.045,-2.4,-1.1,183.11090909090908,77.11064,Point Guard
1855,22,GSW,1978,UCLA,3,154,2025,745,157,217,.411,.171,.703,13.1,4.8,1.0,1.4,1.0,.023,-3.1,-0.6,189.11454545454546,79.3786,Shooting Guard
1856,23,DET,1978,Detroit Mercy,11,871,21740,8868,4675,1039,.484,.122,.703,25.0,10.2,5.4,1.2,40.8,.090,0.4,13.2,201.12181818181818,97.52228,Small Forward
1857,24,POR,1978,Villanova,3,124,2620,1219,242,174,.438,.167,.858,21.1,9.8,2.0,1.4,3.2,.058,-1.8,0.1,198.12,88.45044,Shooting Guard
1858,29,DET,1978,Detroit Mercy,14,893,22680,12131,2492,1738,.467,.322,.862,25.4,13.6,2.8,1.9,32.0,.068,-1.3,3.7,195.11818181818182,88.45044,Shooting Guard
1859,30,BOS,1978,Utah,5,272,3421,1482,427,282,.478,.315,.812,12.6,5.4,1.6,1.0,6.3,.088,-1.1,0.8,198.12,83.91452,Small Forward
1860,36,PHI,1978,West Texas A&M University,15,1101,34845,12195,3088,7392,.523,.255,.793,31.6,11.1,2.8,6.7,103.5,.143,2.8,42.1,183.11090909090908,81.64656,Point Guard
1861,40,GSW,1978,New Orleans,14,984,20274,7777,6095,852,.457,.146,.736,20.6,7.9,6.2,0.9,36.9,.087,-2.3,-1.4,183.11090909090908,99.79024,Center
1862,41,SDC,1978,Marquette,11,679,11828,4423,3268,374,.497,.000,.718,17.4,6.5,4.8,0.6,16.4,.067,-3.7,-5.1,183.11090909090908,99.79024,Center
1863,44,POR,1978,Florida A&M,10,761,13310,4102,3508,744,.492,.000,.621,17.5,5.4,4.6,1.0,25.5,.092,-0.8,4.1,183.11090909090908,108.86207999999999,Center
1864,46,DEN,1978,Rutgers University,2,93,1260,464,161,89,.488,.000,.739,13.5,5.0,1.7,1.0,1.3,.050,-2.0,0.0,198.12,81.64656,Small Forward
1865,47,HOU,1978,Kentucky State University,4,187,3328,2197,313,352,.474,.303,.796,17.8,11.7,1.7,1.9,6.9,.099,0.5,2.1,192.11636363636364,95.25431999999999,Shooting Guard
1866,49,KCK,1978,Idaho State University,8,518,9697,2734,2334,707,.462,.056,.716,18.7,5.3,4.5,1.4,17.7,.088,-1.4,1.6,183.11090909090908,97.52228,Power Forward
1867,55,NYK,1978,Virginia,7,531,8371,2328,1725,514,.459,.000,.710,15.8,4.4,3.2,1.0,8.0,.046,-3.6,-3.4,204.12363636363636,95.25431999999999,Power Forward
1868,57,CLE,1978,LSU,3,216,4435,1470,391,944,.441,.145,.804,20.5,6.8,1.8,4.4,4.6,.050,-2.5,-0.6,180.10909090909092,81.64656,Point Guard
1869,59,MIL,1978,Cincinnati,12,683,14516,6529,3825,807,.497,.000,.737,21.3,9.6,5.6,1.2,22.6,.075,-2.5,-1.9,207.12545454545457,104.32616,Power Forward
1870,60,LAL,1978,New Mexico,12,873,23635,7729,2769,3666,.469,.340,.833,27.1,8.9,3.2,4.2,52.5,.107,1.2,19.1,195.11818181818182,77.11064,Shooting Guard
1871,62,NJN,1978,Notre Dame,2,58,589,188,123,32,.448,.000,.471,10.2,3.2,2.1,0.6,0.7,.055,-1.9,0.0,183.11090909090908,108.86207999999999,Center
1872,63,PHO,1978,San Diego State,5,328,4184,1257,916,343,.479,.000,.737,12.8,3.8,2.8,1.0,9.1,.105,-1.3,0.8,201.12181818181818,92.079176,Power Forward
1873,67,HOU,1978,UNLV,3,22,185,83,27,13,.463,.000,.700,8.4,3.8,1.2,0.6,0.3,.089,-2.4,0.1,198.12,95.25431999999999,Small Forward
1874,87,PHI,1978,UNLV,1,11,93,34,25,9,.370,.000,.737,8.5,3.1,2.3,0.8,0.1,.048,-3.6,0.0,210.12727272727273,99.79024,Center
1875,96,NOJ,1978,Notre Dame,1,77,1794,506,106,183,.447,.000,.700,23.3,6.6,1.4,2.4,-0.3,-.009,-4.0,-0.9,186.11272727272728,81.64656,Point Guard
1876,104,LAL,1978,Winston-Salem State,3,94,1078,285,227,124,.434,.000,.672,11.5,3.0,2.4,1.3,1.5,.066,0.1,0.5,195.11818181818182,95.25431999999999,Shooting Guard
1877,110,POR,1978,Missouri,3,80,688,224,93,45,.410,.333,.724,8.6,2.8,1.2,0.6,0.7,.046,-3.6,-0.3,192.11636363636364,79.3786,Shooting Guard
1878,118,NOJ,1978,Kansas,2,67,1043,452,91,147,.461,.311,.663,15.6,6.7,1.4,2.2,0.5,.022,-2.5,-0.1,186.11272727272728,77.11064,Shooting Guard
1879,133,SDC,1978,Auburn,3,96,1070,376,93,174,.458,.333,.806,11.1,3.9,1.0,1.8,1.5,.066,-0.3,0.4,195.11818181818182,90.7184,Shooting Guard
1880,157,DET,1978,UNLV,1,36,381,157,75,37,.450,.389,.571,10.6,4.4,2.1,1.0,0.1,.015,-4.0,-0.2,204.12363636363636,91.625584,Power Forward
1881,159,CHI,1978,San Francisco,1,7,78,29,10,6,.351,.000,.500,11.1,4.1,1.4,0.9,-0.2,-.127,-6.6,-0.2,186.11272727272728,81.64656,Shooting Guard
1882,190,NOJ,1978,Cal State Long Beach,1,44,346,147,38,37,.415,.000,.660,7.9,3.3,0.9,0.8,-0.1,-.017,-4.5,-0.2,183.11090909090908,79.3786,Shooting Guard
1883,1,MIL,1977,Indiana,11,680,15719,6168,3881,1203,.493,.206,.757,23.1,9.1,5.7,1.8,33.6,.103,0.2,8.8,183.11090909090908,106.59412,Center
1884,2,KCK,1977,Houston,12,696,21627,12544,2072,2260,.506,.274,.655,31.1,18.0,3.0,3.2,48.2,.107,0.6,14.3,189.11454545454546,86.18248,Shooting Guard
1885,3,MIL,1977,UCLA,11,691,23694,13892,4817,2502,.518,.152,.739,34.3,20.1,7.0,3.6,79.8,.162,3.3,31.7,201.12181818181818,98.883056,Small Forward
1886,4,WSB,1977,Oregon,11,802,22073,9953,4858,1733,.472,.338,.787,27.5,12.4,6.1,2.2,54.0,.117,1.2,18.1,201.12181818181818,97.52228,Small Forward
1887,5,PHO,1977,UNC,15,1033,28859,19521,3053,3878,.511,.272,.851,27.9,18.9,3.0,3.8,76.9,.128,1.5,25.3,198.12,87.543256,Shooting Guard
1888,6,LAL,1977,NC State,10,674,17167,7813,4999,923,.510,.079,.684,25.5,11.6,7.4,1.4,33.6,.094,-1.5,2.3,201.12181818181818,99.79024,Power Forward
1889,7,NJN,1977,Tennessee,14,874,29417,19655,5060,2863,.518,.172,.730,33.7,22.5,5.8,3.3,75.4,.123,1.7,27.0,201.12181818181818,92.98636,Small Forward
1890,8,SEA,1977,Illinois Wesleyan University,14,1107,36943,17287,10816,3488,.464,.328,.849,33.4,15.6,9.8,3.2,112.5,.146,2.0,37.0,183.41109090909092,104.32616,Center
1891,9,DEN,1977,UNC,6,312,6194,2376,1593,456,.462,.000,.640,19.9,7.6,5.1,1.5,6.5,.050,-3.0,-1.6,183.11090909090908,99.79024,Center
1892,10,NYK,1977,Minnesota,10,655,18462,10158,2370,3779,.451,.237,.802,28.2,15.5,3.6,5.8,37.1,.096,1.6,16.8,189.11454545454546,85.275296,Point Guard
1893,11,MIL,1977,Tennessee,9,693,12916,5124,1815,1419,.477,.337,.770,18.6,7.4,2.6,2.0,25.0,.093,-0.5,4.9,198.12,95.25431999999999,Small Forward
1894,12,BOS,1977,UNC Charlotte,11,835,23769,10465,5261,1862,.546,.053,.784,28.5,12.5,6.3,2.2,78.5,.159,1.7,22.1,204.12363636363636,92.98636,Small Forward
1895,14,ATL,1977,Clemson,18,1156,24028,6249,6750,660,.522,.000,.700,20.8,5.4,5.8,0.6,63.9,.128,1.1,18.8,213.1290909090909,106.59412,Center
1896,15,LAL,1977,Maryland,15,961,22302,7866,1738,4709,.510,.321,.828,23.2,8.2,1.8,4.9,53.6,.115,0.1,12.1,189.11454545454546,81.64656,Point Guard
1897,16,GSW,1977,Michigan,14,946,23271,8870,1819,5221,.469,.207,.807,24.6,9.4,1.9,5.5,47.2,.097,0.5,15.0,180.10909090909092,77.11064,Point Guard
1898,17,WSB,1977,Marquette,3,168,1984,613,482,113,.431,.000,.731,11.8,3.6,2.9,0.7,2.5,.060,-2.6,-0.3,207.12545454545457,89.357624,Power Forward
1899,21,DEN,1977,Oral Roberts,5,213,3867,1658,837,265,.412,.000,.699,18.2,7.8,3.9,1.2,3.3,.041,-4.2,-2.3,195.11818181818182,83.91452,Small Forward
1900,22,LAL,1977,Duquesne,10,768,27250,12065,1991,6386,.483,.294,.772,35.5,15.7,2.6,8.3,47.6,.084,-0.5,10.2,186.11272727272728,77.11064,Point Guard
1901,23,CHI,1977,Southern Illinois,10,593,9617,4496,710,952,.542,.286,.855,16.2,7.6,1.2,1.6,25.3,.126,0.3,5.6,186.11272727272728,79.3786,Shooting Guard
1902,26,NYK,1977,UNLV,6,435,7545,2544,1964,605,.473,.143,.724,17.3,5.8,4.5,1.4,15.9,.101,0.2,4.2,198.12,98.883056,Small Forward
1903,29,IND,1977,Texas Southern,3,99,1139,440,151,74,.418,1.000,.703,11.5,4.4,1.5,0.7,-0.2,-.007,-4.6,-0.8,198.12,86.18248,Small Forward
1904,32,NYK,1977,Notre Dame,4,283,7331,3640,1444,335,.519,.000,.740,25.9,12.9,5.1,1.2,15.7,.103,-0.9,2.1,207.12545454545457,95.25431999999999,Small Forward
1905,33,CLE,1977,Rutgers University,7,420,8507,3414,788,1595,.414,.224,.763,20.3,8.1,1.9,3.8,8.8,.050,-0.3,3.6,183.11090909090908,77.11064,Point Guard
1906,35,CHI,1977,Arizona State,7,437,7306,2468,2681,236,.481,.000,.522,16.7,5.6,6.1,0.5,12.2,.080,-3.0,-1.9,204.12363636363636,97.52228,Power Forward
1907,36,DET,1977,Central Michigan University,10,718,15763,4899,3731,872,.483,.220,.779,22.0,6.8,5.2,1.2,30.4,.093,-0.7,5.3,207.12545454545457,106.59412,Power Forward
1908,37,SAS,1977,Illinois State,6,454,10004,3575,2574,462,.459,.000,.743,22.0,7.9,5.7,1.0,8.8,.042,-3.9,-4.8,183.41109090909092,104.32616,Center
1909,40,HOU,1977,St. Mary's University,13,919,25109,10448,4168,2500,.458,.291,.732,27.3,11.4,4.5,2.7,40.3,.077,-0.7,8.2,204.12363636363636,92.98636,Small Forward
1910,41,POR,1977,Alabama,14,993,23080,5033,4371,1631,.457,.050,.725,23.2,5.1,4.4,1.6,39.8,.083,0.0,11.5,192.11636363636364,87.089664,Shooting Guard
1911,42,PHI,1977,Arizona,3,141,2324,980,502,204,.494,.333,.649,16.5,7.0,3.6,1.4,3.0,.063,-2.1,0.0,207.12545454545457,102.0582,Power Forward
1912,46,LAL,1977,Washington,19,1168,28356,14862,6004,1499,.495,.048,.698,24.3,12.7,5.1,1.3,59.7,.101,-1.7,2.0,210.12727272727273,102.0582,Center
1913,48,ATL,1977,UNLV,2,46,621,315,63,58,.419,.229,.862,13.5,6.8,1.4,1.3,1.1,.082,-1.0,0.2,192.11636363636364,90.7184,Small Forward
1914,52,SEA,1977,Providence,6,292,3642,1723,307,386,.421,.336,.861,12.5,5.9,1.1,1.3,6.4,.084,-0.8,1.1,195.11818181818182,81.64656,Shooting Guard
1915,53,KCK,1977,UNC,3,135,1527,451,141,305,.427,.000,.833,11.3,3.3,1.0,2.3,2.0,.064,-1.9,0.1,186.11272727272728,81.64656,Point Guard
1916,60,GSW,1977,San Francisco,2,77,1057,499,161,77,.423,.000,.655,13.7,6.5,2.1,1.0,0.6,.026,-2.8,-0.3,198.12,85.275296,Shooting Guard
1917,65,DEN,1977,UNLV,7,229,3118,1135,288,401,.435,.238,.877,13.6,5.0,1.3,1.8,5.6,.086,-1.9,0.1,153.39290909090911,74.84268,Point Guard
1918,66,PHO,1977,Stanford,9,586,10613,4081,1030,1851,.407,.305,.830,18.1,7.0,1.8,3.2,11.1,.050,-1.8,0.6,186.11272727272728,83.91452,Point Guard
1919,76,NYK,1977,Idaho State University,5,212,2296,545,526,85,.482,.000,.500,10.8,2.6,2.5,0.4,2.9,.061,-3.6,-0.9,210.12727272727273,92.98636,Center
1920,115,PHO,1977,Northwestern,7,476,9189,3823,677,1661,.493,.063,.820,19.3,8.0,1.4,3.5,15.6,.082,-1.2,1.7,180.10909090909092,72.57472,Point Guard
1921,136,PHO,1977,Oral Roberts,8,627,10853,3088,1992,847,.481,.200,.733,17.3,4.9,3.2,1.4,23.0,.102,0.2,5.9,201.12181818181818,83.91452,Small Forward
1922,1,HOU,1976,Maryland,14,928,25556,9951,2151,6454,.449,.303,.776,27.5,10.7,2.3,7.0,53.7,.101,1.3,21.1,189.11454545454546,79.3786,Point Guard
1923,2,CHI,1976,Indiana,7,355,8029,3690,1450,610,.462,.000,.811,22.6,10.4,4.1,1.7,17.4,.104,-0.7,2.7,201.12181818181818,97.52228,Small Forward
1924,3,KCK,1976,UCLA,6,351,7874,3456,2204,409,.453,.250,.711,22.4,9.8,6.3,1.2,10.8,.066,-2.5,-1.1,183.41109090909092,99.79024,Power Forward
1925,4,DET,1976,Alabama,7,456,10111,3587,2954,479,.495,.000,.601,22.2,7.9,6.5,1.1,15.2,.072,-3.0,-2.4,183.11090909090908,104.32616,Center
1926,5,POR,1976,Virginia,8,565,10168,3968,1759,844,.467,.200,.643,18.0,7.0,3.1,1.5,12.9,.061,-2.2,-0.6,201.12181818181818,86.18248,Small Forward
1927,6,BUF,1976,Notre Dame,15,955,34151,23177,5455,2830,.540,.171,.818,35.8,24.3,5.7,3.0,134.2,.189,3.1,43.7,195.11818181818182,94.347136,Small Forward
1928,7,MIL,1976,Indiana,10,719,16245,5929,1969,3114,.461,.184,.657,22.6,8.2,2.7,4.3,24.7,.073,-0.1,7.7,189.11454545454546,86.18248,Point Guard
1929,8,GSW,1976,Centenary (LA),21,1611,45704,23334,14715,2180,.537,.000,.721,28.4,14.5,9.1,1.4,147.0,.154,1.5,40.7,213.1290909090909,104.32616,Center
1930,9,ATL,1976,Princeton,8,468,11785,3214,917,2194,.408,.077,.829,25.2,6.9,2.0,4.7,11.3,.046,-2.3,-0.9,192.11636363636364,86.18248,Point Guard
1931,10,PHO,1976,Oregon,6,448,9586,3285,1219,1688,.416,.321,.705,21.4,7.3,2.7,3.8,10.7,.054,-0.4,3.9,192.11636363636364,87.543256,Point Guard
1932,11,SEA,1976,Indiana,7,536,14883,5424,2236,1835,.425,.167,.751,27.8,10.1,4.2,3.4,8.2,.027,-2.2,-0.6,198.12,88.45044,Small Forward
1933,12,PHI,1976,Michigan State,4,239,4809,2550,507,568,.459,.293,.862,20.1,10.7,2.1,2.4,7.3,.073,0.0,2.4,192.11636363636364,86.18248,Shooting Guard
1934,13,WSB,1976,UNC,9,510,9905,5202,2730,377,.523,.000,.704,19.4,10.2,5.4,0.7,27.1,.131,-0.7,3.2,207.12545454545457,104.32616,Power Forward
1935,14,WSB,1976,Grambling State University,6,343,6834,2824,550,1165,.465,.261,.777,19.9,8.2,1.6,3.4,10.6,.074,-1.2,1.4,183.11090909090908,72.57472,Point Guard
1936,17,GSW,1976,Texas A&M,6,452,10916,4471,1841,954,.501,.000,.755,24.2,9.9,4.1,2.1,26.9,.118,1.8,10.5,198.12,90.7184,Small Forward
1937,18,CHI,1976,Missouri,4,78,1200,357,134,277,.400,.239,.754,15.4,4.6,1.7,3.6,1.3,.052,-0.2,0.6,186.11272727272728,77.11064,Point Guard
1938,20,POR,1976,Albany State University,6,374,5063,1643,1323,215,.490,.111,.586,13.5,4.4,3.5,0.6,5.5,.052,-2.6,-0.8,207.12545454545457,102.0582,Power Forward
1939,21,LAL,1976,Marquette,4,262,5229,2508,682,507,.459,.333,.746,20.0,9.6,2.6,1.9,7.8,.071,-0.4,2.1,195.11818181818182,83.91452,Shooting Guard
1940,22,POR,1976,Dayton,10,750,21200,9710,1505,3368,.448,.176,.821,28.3,12.9,2.0,4.5,38.5,.087,-0.8,6.4,186.11272727272728,77.11064,Shooting Guard
1941,23,MIL,1976,South Carolina,15,1193,38063,25613,6538,4351,.507,.217,.832,31.9,21.5,5.5,3.6,100.7,.127,2.0,38.2,201.12181818181818,86.18248,Small Forward
1942,24,MIL,1976,Arizona State,6,372,5638,1694,1114,356,.425,.286,.718,15.2,4.6,3.0,1.0,2.5,.021,-4.3,-3.4,183.11090909090908,104.32616,Center
1943,25,NYK,1976,Oregon State,10,673,18530,8049,4136,1459,.492,.097,.738,27.5,12.0,6.1,2.2,37.5,.097,-0.3,7.9,204.12363636363636,108.86207999999999,Power Forward
1944,28,ATL,1976,Boston College,2,82,1787,672,187,120,.428,.000,.760,21.8,8.2,2.3,1.5,1.3,.036,-3.2,-0.6,198.12,88.45044,Shooting Guard
1945,29,SEA,1976,Pepperdine,14,1100,35954,15535,4249,5499,.445,.172,.797,32.7,14.1,3.9,5.0,82.6,.110,0.7,24.3,192.11636363636364,83.91452,Point Guard
1946,40,MIL,1976,Marquette,5,341,5387,1442,370,1243,.454,.250,.711,15.8,4.2,1.1,3.6,5.2,.047,-1.6,0.6,180.10909090909092,72.57472,Point Guard
1947,43,LAL,1976,Indiana,5,319,5434,1779,1011,384,.492,.000,.747,17.0,5.6,3.2,1.2,13.4,.118,0.2,3.0,201.12181818181818,99.79024,Small Forward
1949,70,ATL,1976,Washington State,3,78,951,417,139,53,.420,.250,.571,12.2,5.3,1.8,0.7,0.1,.007,-3.6,-0.5,198.12,89.811216,Small Forward
1950,89,KCK,1976,UCLA,3,103,1182,392,95,172,.431,.250,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2,189.11454545454546,86.18248,Point Guard
1951,89,KCK,1976,UCLA,3,103,1182,392,95,172,.431,.250,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2,189.11454545454546,86.18248,Point Guard
1952,136,CLE,1975,UCLA,3,103,1182,392,95,172,.431,.250,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2,189.11454545454546,86.18248,Point Guard
1953,136,CLE,1975,UCLA,3,103,1182,392,95,172,.431,.250,.725,11.5,3.8,0.9,1.7,1.1,.046,-2.5,-0.2,189.11454545454546,86.18248,Point Guard
1954,103,BOS,1976,St. Thomas University,1,29,395,94,41,25,.354,.000,.667,13.6,3.2,1.4,0.9,-0.4,-.054,-5.8,-0.4,192.11636363636364,83.91452,Shooting Guard
1955,1,ATL,1975,NC State,8,509,16305,11264,1921,1631,.504,.277,.778,32.0,22.1,3.8,3.2,50.8,.150,2.1,16.8,192.11636363636364,88.45044,Shooting Guard
1956,2,LAL,1975,UCLA,4,281,7471,3149,1771,652,.461,.200,.676,26.6,11.2,6.3,2.3,13.4,.086,-0.7,2.4,204.12363636363636,97.52228,Power Forward
1957,3,ATL,1975,Morgan State University,9,579,12966,4137,4044,722,.489,.333,.617,22.4,7.1,7.0,1.2,28.1,.104,-0.1,6.2,213.1290909090909,102.0582,Center
1958,4,PHO,1975,Oklahoma,13,988,27203,13910,6937,4012,.498,.133,.788,27.5,14.1,7.0,4.1,73.5,.130,2.8,33.0,207.12545454545457,95.25431999999999,Center
1959,6,POR,1975,Arizona State,10,673,18453,7809,1601,3006,.444,.149,.741,27.4,11.6,2.4,4.5,22.9,.059,-1.4,3.1,189.11454545454546,83.91452,Point Guard
1960,7,NOJ,1975,Stanford,11,814,17711,6199,5678,2092,.488,.000,.783,21.8,7.6,7.0,2.6,42.5,.115,0.8,12.6,210.12727272727273,106.59412,Center
1961,8,LAL,1975,Louisville,12,849,21257,11517,2995,2066,.475,.244,.846,25.0,13.6,3.5,2.4,45.0,.102,-0.4,8.3,195.11818181818182,95.25431999999999,Small Forward
1962,10,KCK,1975,DePaul,7,529,11432,5541,3209,560,.482,.250,.749,21.6,10.5,6.1,1.1,23.3,.098,-1.8,0.5,201.12181818181818,104.32616,Power Forward
1963,11,HOU,1975,Southern Illinois,10,670,14807,5439,3764,603,.511,.333,.687,22.1,8.1,5.6,0.9,27.6,.090,-1.7,1.2,183.11090909090908,97.52228,Center
1964,14,GSW,1975,La Salle,8,606,12845,5252,2441,1049,.450,.200,.743,21.2,8.7,4.0,1.7,12.9,.048,-2.2,-0.7,207.12545454545457,83.91452,Power Forward
1965,15,CLE,1975,USC,7,446,5564,1688,1493,248,.428,.083,.693,12.5,3.8,3.3,0.6,6.9,.060,-3.1,-1.5,183.11090909090908,102.0582,Power Forward
1966,16,PHO,1975,UNLV,11,821,22992,10902,2132,3525,.459,.291,.843,28.0,13.3,2.6,4.3,32.0,.067,-1.3,4.1,189.11454545454546,89.811216,Shooting Guard
1967,17,BOS,1975,South Carolina,6,366,7046,2821,1709,591,.533,.545,.724,19.3,7.7,4.7,1.6,15.2,.104,-1.1,1.6,207.12545454545457,99.79024,Power Forward
1968,18,WSB,1975,Kentucky,10,672,15246,7364,1594,1247,.437,.334,.817,22.7,11.0,2.4,1.9,26.5,.083,-1.2,2.9,195.11818181818182,95.25431999999999,Small Forward
1969,20,GSW,1975,USC,11,825,25645,14093,2222,4597,.461,.238,.756,31.1,17.1,2.7,5.6,67.9,.127,2.9,31.8,186.11272727272728,79.3786,Point Guard
1970,23,PHI,1975,Guilford College,13,886,26893,17955,2430,3319,.456,.337,.753,30.4,20.3,2.7,3.7,67.7,.121,1.2,22.0,186.11272727272728,83.91452,Shooting Guard
1971,25,POR,1975,Cal State Long Beach,8,513,12575,4567,2253,1481,.512,.179,.798,24.5,8.9,4.4,2.9,30.7,.117,1.8,12.2,198.12,90.7184,Small Forward
1972,28,CLE,1975,Central Michigan University,11,746,23443,11318,7243,1620,.485,.115,.738,31.4,15.2,9.7,2.2,65.2,.134,1.4,20.0,204.12363636363636,92.98636,Power Forward
1973,38,NOJ,1975,Central Michigan University,7,418,10178,4120,820,1462,.468,.206,.764,24.3,9.9,2.0,3.5,14.0,.066,-1.1,2.2,189.11454545454546,86.18248,Point Guard
1974,47,HOU,1975,Arizona State,5,124,1185,384,120,112,.408,.000,.742,9.6,3.1,1.0,0.9,0.2,.008,-3.3,-0.4,186.11272727272728,88.45044,Shooting Guard
1975,50,POR,1975,Virginia,5,280,3524,1607,719,224,.436,.143,.649,12.6,5.7,2.6,0.8,5.3,.072,-1.4,0.6,204.12363636363636,90.7184,Small Forward
1976,92,LAL,1975,UC Santa Barbara,7,474,9301,3016,1691,647,.464,.143,.773,19.6,6.4,3.6,1.4,12.7,.066,-1.8,0.4,207.12545454545457,97.52228,Small Forward
1977,1,POR,1974,UCLA,10,468,13250,6215,4923,1590,.521,.000,.660,28.3,13.3,10.5,3.4,39.3,.142,4.3,21.3,183.41109090909092,95.25431999999999,Center
1978,3,SEA,1974,NC State,7,446,9425,4190,2794,601,.445,.000,.726,21.1,9.4,6.3,1.3,22.9,.117,0.2,5.1,216.1309090909091,102.0582,Center
1979,4,PHO,1974,Notre Dame,5,318,9201,3920,2388,574,.516,.000,.720,28.9,12.3,7.5,1.8,24.5,.128,1.0,6.9,207.12545454545457,106.59412,Power Forward
1980,6,KCO,1974,Colorado,13,906,25927,11916,4355,1771,.481,.335,.794,28.6,13.2,4.8,2.0,53.7,.099,-0.4,10.5,201.12181818181818,97.52228,Small Forward
