,Overall Pick,Teams,year,College,Seasons in NBA,# Games,Minutes Played,Points,Total Rebounds,Assists,Field Goal %,3 Point Field Goal %,Free Throw %,Minutes Played per Game,Points per Game,Total Rebounds per Game,Assists per Game,Win Shares,Win Shares per 48 Minutes,Box +-,VORP,Height,Weight,First Position
999,7,LAC,1996,Memphis,13,778,18535,6191,4943,622,.459,.069,.645,23.8,8.0,6.4,0.8,30.5,.079,-2.6,-3.0,183.41109090909092,102.0582,Center
1000,8,NJN,1996,Villanova,8,507,16929,7165,1983,1295,.439,.378,.780,33.4,14.1,3.9,2.6,44.8,.127,2.2,18.0,195.11818181818182,81.192968,Shooting Guard
1001,9,DAL,1996,Louisville,10,445,7612,2376,2089,252,.462,.111,.630,17.1,5.3,4.7,0.6,14.2,.089,-2.6,-1.1,207.12545454545457,108.86207999999999,Power Forward
1002,10,IND,1996,Mississippi State,16,987,24003,7309,7005,817,.498,.125,.626,24.3,7.4,7.1,0.8,52.7,.105,-1.3,4.1,183.41109090909092,120.20188,Center
1003,11,GSW,1996,NC State,5,225,2500,835,674,46,.422,.000,.668,11.1,3.7,3.0,0.2,2.2,.041,-5.7,-2.3,183.41109090909092,115.66596,Center
1004,12,CLE,1996,Wright State University,11,610,11608,3995,2725,418,.479,.167,.694,19.0,6.5,4.5,0.7,15.5,.064,-4.0,-5.9,183.11090909090908,127.00576,Center
1005,15,PHO,1996,Santa Clara,18,1217,38069,17387,3642,10335,.490,.428,.904,31.3,14.3,3.0,8.5,129.7,.164,3.0,48.2,189.11454545454546,88.45044,Point Guard
1006,16,CHH,1996,Kentucky,10,545,11702,4957,1351,1024,.408,.343,.769,21.5,9.1,2.5,1.9,19.5,.080,-0.4,4.8,183.11090909090908,85.728888,Point Guard
1007,18,NYK,1996,Syracuse,7,381,6143,2901,1061,281,.462,.300,.740,16.1,7.6,2.8,0.7,6.4,.050,-2.7,-1.0,204.12363636363636,102.0582,Small Forward
1008,19,NYK,1996,Kentucky,10,593,10374,3056,1554,670,.392,.346,.698,17.5,5.2,2.6,1.1,13.7,.064,-1.7,0.8,183.11090909090908,104.32616,Power Forward
1009,22,VAN,1996,Alabama,3,137,2309,652,483,57,.483,.500,.532,16.9,4.8,3.5,0.4,1.7,.035,-3.7,-1.0,183.11090909090908,106.59412,Power Forward
1010,24,LAL,1996,Little Rock,18,1287,32719,10713,2658,3804,.399,.374,.817,25.4,8.3,2.1,3.0,62.3,.091,-0.9,8.9,183.11090909090908,90.7184,Point Guard
1011,26,DET,1996,Georgetown,9,587,12755,3865,3743,474,.502,.038,.645,21.7,6.6,6.4,0.8,37.9,.143,0.3,7.4,207.12545454545457,93.439952,Power Forward
1012,27,ORL,1996,Indiana,3,102,1097,375,164,77,.381,.343,.820,10.8,3.7,1.6,0.8,1.7,.076,-0.8,0.3,204.12363636363636,99.79024,Small Forward
1013,28,ATL,1996,Central State University,2,74,525,255,143,33,.472,.000,.554,7.1,3.4,1.9,0.4,-0.8,-.074,-7.9,-0.8,222.13454545454547,147.4174,Center
1014,29,CHI,1996,UConn,7,371,4566,1276,1160,224,.438,.259,.696,12.3,3.4,3.1,0.6,7.9,.083,-3.0,-1.1,210.12727272727273,106.59412,Center
1015,30,HOU,1996,Georgetown,12,709,13924,5212,3130,443,.505,.000,.738,19.6,7.4,4.4,0.6,23.1,.080,-3.4,-4.9,207.12545454545457,106.59412,Power Forward
1016,31,PHI,1996,Washington State,4,114,1508,381,316,63,.416,.167,.803,13.2,3.3,2.8,0.6,2.1,.067,-3.8,-0.7,207.12545454545457,99.79024,Power Forward
1017,33,MIL,1996,University of West Florida,9,445,7640,2272,868,1233,.401,.286,.740,17.2,5.1,2.0,2.8,10.0,.063,-1.4,1.2,183.11090909090908,79.3786,Point Guard
1018,37,DEN,1996,UNC,11,576,15927,5396,1170,2514,.431,.328,.796,27.7,9.4,2.0,4.4,23.1,.070,-2.1,-0.3,192.11636363636364,86.18248,Point Guard
1019,38,BOS,1996,Tennessee,1,35,268,76,60,7,.526,.000,.552,7.7,2.2,1.7,0.2,0.2,.031,-6.5,-0.3,210.12727272727273,111.13004,Center
1020,41,SAC,1996,Texas Tech,2,14,108,30,15,4,.412,.333,.500,7.7,2.1,1.1,0.3,0.0,-.014,-5.7,-0.1,201.12181818181818,102.0582,Small Forward
1021,42,HOU,1996,LSU,11,203,2684,773,282,415,.406,.351,.771,13.2,3.8,1.4,2.0,2.3,.041,-2.5,-0.3,192.11636363636364,94.80072799999999,Point Guard
1022,44,CHH,1996,Drexel,13,813,13404,5003,3371,684,.437,.177,.743,16.5,6.2,4.1,0.8,26.5,.095,-2.1,-0.4,201.12181818181818,113.398,Power Forward
1023,46,POR,1996,Murray State,2,27,229,92,22,23,.381,.333,.714,8.5,3.4,0.8,0.9,0.3,.066,-2.6,0.0,189.11454545454546,83.91452,Shooting Guard
1024,48,PHI,1996,Michigan State,5,201,4316,911,1437,139,.424,.400,.629,21.5,4.5,7.1,0.7,8.2,.091,-2.7,-0.7,207.12545454545457,115.66596,Center
1025,49,ORL,1996,Marquette,4,114,968,204,213,36,.377,.000,.609,8.5,1.8,1.9,0.3,0.5,.024,-4.7,-0.7,183.41109090909092,106.59412,Center
1026,51,VAN,1996,Western Kentucky,2,76,1095,350,117,104,.376,.374,.571,14.4,4.6,1.5,1.4,-0.1,-.003,-4.0,-0.6,195.11818181818182,90.7184,Shooting Guard
1027,52,IND,1996,Kentucky,6,153,1634,285,261,63,.401,.179,.573,10.7,1.9,1.7,0.4,1.3,.038,-4.3,-0.9,183.11090909090908,106.59412,Power Forward
1028,54,UTA,1996,Georgia,10,719,15946,5327,2252,1007,.457,.316,.739,22.2,7.4,3.1,1.4,23.6,.071,-1.3,3.0,198.12,94.347136,Shooting Guard
1029,56,CLE,1996,Arizona,2,101,931,209,82,110,.344,.328,.493,9.2,2.1,0.8,1.1,0.6,.032,-2.5,-0.1,186.11272727272728,84.821704,Point Guard
1030,57,SEA,1996,Georgia Tech,3,60,598,134,67,111,.417,.381,.774,10.0,2.2,1.1,1.9,0.6,.051,-3.5,-0.2,195.11818181818182,86.636072,Point Guard
1031,1,GSW,1995,Maryland,16,1030,27022,11208,6575,1010,.455,.238,.790,26.2,10.9,6.4,1.0,60.3,.107,-1.5,3.0,183.11090909090908,102.0582,Power Forward
1032,2,LAC,1995,Alabama,15,1015,28053,12227,7638,1300,.497,.117,.670,27.6,12.0,7.5,1.3,69.8,.119,-0.1,13.2,207.12545454545457,99.79024,Power Forward
1033,3,PHI,1995,UNC,18,970,30222,16409,3067,3240,.409,.309,.822,31.2,16.9,3.2,3.3,52.4,.083,0.3,17.4,198.12,98.883056,Shooting Guard
1034,4,WSB,1995,UNC,16,1109,36243,16006,7404,1994,.467,.336,.721,32.7,14.4,6.7,1.8,105.1,.139,2.2,38.3,183.11090909090908,102.0582,Power Forward
1035,6,VAN,1995,Oklahoma State,6,395,12071,4945,2745,623,.475,.074,.703,30.6,12.5,6.9,1.6,13.0,.052,-3.4,-4.3,210.12727272727273,124.7378,Center
1036,7,TOR,1995,Arizona,13,878,29106,11763,3039,5371,.406,.357,.833,33.2,13.4,3.5,6.1,55.4,.091,0.3,16.8,153.09272727272727,77.564232,Point Guard
1037,8,POR,1995,Michigan State,4,172,2350,851,226,177,.414,.340,.816,13.7,4.9,1.3,1.0,2.1,.043,-2.3,-0.2,183.11090909090908,88.45044,Shooting Guard
1038,9,NJN,1995,UCLA,2,128,2062,634,316,102,.367,.222,.755,16.1,5.0,2.5,0.8,1.1,.025,-3.5,-0.7,204.12363636363636,100.697424,Small Forward
1039,10,MIA,1995,TCU,18,1110,27160,8973,7328,1204,.486,.281,.760,24.5,8.1,6.6,1.1,64.2,.114,-0.8,8.6,207.12545454545457,104.32616,Power Forward
1040,11,MIL,1995,Ohio University,9,506,9866,4366,2276,504,.501,.080,.643,19.5,8.6,4.5,1.0,23.2,.113,-1.0,2.4,204.12363636363636,113.398,Power Forward
1041,12,DAL,1995,Duke,9,472,7459,2056,1703,265,.470,.211,.630,15.8,4.4,3.6,0.6,11.8,.076,-2.4,-0.7,183.41109090909092,106.59412,Center
1042,13,SAC,1995,Arkansas,12,822,18749,9147,3183,972,.490,.136,.714,22.8,11.1,3.9,1.2,34.7,.089,-2.0,-0.1,201.12181818181818,111.13004,Small Forward
1043,14,BOS,1995,Providence,12,658,15731,5642,2139,936,.415,.318,.736,23.9,8.6,3.3,1.4,23.2,.071,-2.4,-1.5,204.12363636363636,99.79024,Small Forward
1044,15,DEN,1995,Oregon State,14,912,23643,8488,2780,2892,.460,.405,.823,25.9,9.3,3.0,3.2,70.5,.143,2.6,27.7,198.12,83.91452,Shooting Guard
1045,16,ATL,1995,Indiana,12,652,13780,5094,3249,397,.469,.192,.639,21.1,7.8,5.0,0.6,28.0,.097,-1.8,0.6,207.12545454545457,106.59412,Power Forward
1046,17,CLE,1995,Florida State,10,657,15597,5654,2240,2474,.414,.325,.689,23.7,8.6,3.4,3.8,28.3,.087,0.4,9.4,195.11818181818182,90.7184,Shooting Guard
1047,18,DET,1995,Wyoming,16,810,20500,5809,4596,465,.496,.000,.710,25.3,7.2,5.7,0.6,47.9,.112,0.0,10.3,183.11090909090908,102.0582,Center
1048,19,DET,1995,Wake Forest,2,51,405,124,25,49,.328,.273,.800,7.9,2.4,0.5,1.0,-0.2,-.026,-5.7,-0.4,186.11272727272728,85.275296,Point Guard
1049,20,CHI,1995,Alabama,8,462,9045,3368,2022,420,.481,.000,.637,19.6,7.3,4.4,0.9,13.5,.072,-3.6,-3.6,204.12363636363636,115.66596,Power Forward
1050,21,PHO,1995,Wisconsin,15,1103,37996,17306,4804,3245,.444,.375,.811,34.4,15.7,4.4,2.9,85.2,.108,1.0,28.8,201.12181818181818,97.52228,Small Forward
1051,22,CHH,1995,UCLA,3,135,1328,453,286,32,.408,.250,.783,9.8,3.4,2.1,0.2,0.8,.029,-7.5,-1.8,210.12727272727273,113.398,Center
1052,23,IND,1995,Georgia Tech,10,708,15150,5376,1249,2444,.431,.345,.835,21.4,7.6,1.8,3.5,30.9,.098,-0.4,6.0,153.39290909090911,82.553744,Point Guard
1053,24,DAL,1995,Iowa State,3,140,2044,645,480,77,.432,.348,.696,14.6,4.6,3.4,0.6,0.5,.012,-7.2,-2.7,183.11090909090908,116.573144,Power Forward
1054,25,ORL,1995,Memphis,4,118,1156,341,361,36,.423,.000,.638,9.8,2.9,3.1,0.3,0.6,.026,-6.4,-1.3,207.12545454545457,108.86207999999999,Power Forward
1055,26,SEA,1995,University of Illinois at Chicago,1,28,139,90,24,5,.375,.160,.765,5.0,3.2,0.9,0.2,0.4,.124,-5.2,-0.1,201.12181818181818,95.25431999999999,Small Forward
1056,27,PHO,1995,Arizona State,4,68,606,269,182,24,.534,.333,.511,8.9,4.0,2.7,0.4,1.9,.153,-0.8,0.2,198.12,106.59412,Power Forward
1057,28,UTA,1995,Kansas,11,756,14753,3512,4145,443,.486,.100,.569,19.5,4.6,5.5,0.6,33.8,.110,-0.6,5.1,216.1309090909091,127.00576,Center
1058,29,SAS,1995,Virginia,7,307,4847,1677,481,834,.389,.354,.756,15.8,5.5,1.6,2.7,3.0,.030,-1.7,0.4,183.11090909090908,83.91452,Point Guard
1059,30,DET,1995,UMass,2,66,479,130,92,21,.333,.250,.647,7.3,2.0,1.4,0.3,0.0,-.001,-4.9,-0.4,201.12181818181818,99.79024,Small Forward
1060,32,WSB,1995,Texas,1,36,405,106,44,54,.330,.310,.674,11.3,2.9,1.2,1.5,-0.2,-.021,-4.0,-0.2,189.11454545454546,83.91452,Point Guard
1061,34,GSW,1995,Florida,10,587,9847,2815,2488,339,.507,.000,.621,16.8,4.8,4.2,0.6,19.3,.094,-2.9,-2.4,183.11090909090908,104.32616,Center
1062,35,TOR,1995,Michigan,2,64,890,285,112,90,.429,.147,.691,13.9,4.5,1.8,1.4,0.0,.001,-4.6,-0.6,195.11818181818182,95.25431999999999,Shooting Guard
1063,36,VAN,1995,Syracuse,3,119,1814,747,181,182,.408,.299,.652,15.2,6.3,1.5,1.5,0.0,.001,-2.1,0.0,195.11818181818182,83.91452,Shooting Guard
1064,37,LAL,1995,Western Carolina University,2,13,79,27,16,7,.357,.333,.750,6.1,2.1,1.2,0.5,0.0,.025,-4.7,-0.1,183.11090909090908,83.91452,Shooting Guard
1065,39,CLE,1995,UConn,5,119,919,293,121,36,.321,.336,.681,7.7,2.5,1.0,0.3,0.9,.045,-3.8,-0.4,201.12181818181818,104.32616,Small Forward
1066,42,ATL,1995,Colorado,2,30,195,79,25,16,.349,.250,.500,6.5,2.6,0.8,0.5,-0.3,-.064,-4.9,-0.1,195.11818181818182,88.904032,Shooting Guard
1067,43,MIL,1995,Michigan State,13,846,23132,5791,2141,4245,.424,.208,.763,27.3,6.8,2.5,5.0,43.4,.090,-1.0,5.9,189.11454545454546,86.18248,Point Guard
1068,47,SAC,1995,UCLA,4,226,4743,1728,393,910,.405,.322,.806,21.0,7.6,1.7,4.0,6.8,.068,-1.5,0.7,153.09272727272727,68.945984,Point Guard
1069,48,MIN,1995,Texas Tech,5,230,3681,1261,697,294,.442,.246,.655,16.0,5.5,3.0,1.3,2.3,.030,-2.4,-0.4,201.12181818181818,95.25431999999999,Small Forward
1070,48,MIN,1995,Texas Tech,5,230,3681,1261,697,294,.442,.246,.655,16.0,5.5,3.0,1.3,2.3,.030,-2.4,-0.4,198.12,88.45044,Small Forward
1071,79,CLE,1985,Old Dominion,1,33,258,127,37,14,.480,.100,.824,7.8,3.8,1.1,0.4,0.7,.134,-0.5,0.1,201.12181818181818,95.25431999999999,Small Forward
1072,79,CLE,1985,Old Dominion,1,33,258,127,37,14,.480,.100,.824,7.8,3.8,1.1,0.4,0.7,.134,-0.5,0.1,198.12,88.45044,Small Forward
1073,49,MIN,1995,Penn,2,117,1305,336,123,201,.350,.317,.630,11.2,2.9,1.1,1.7,0.2,.006,-3.2,-0.4,192.11636363636364,83.460928,Shooting Guard
1074,50,GSW,1995,Seward County Community College,2,25,239,89,35,7,.473,.300,.593,9.6,3.6,1.4,0.3,0.1,.026,-5.0,-0.2,195.11818181818182,95.25431999999999,Small Forward
1075,52,IND,1995,Iowa State,10,541,9978,2944,1438,846,.431,.396,.854,18.4,5.4,2.7,1.6,27.6,.133,1.2,8.0,192.11636363636364,92.079176,Shooting Guard
1076,56,PHO,1995,Southern Illinois,6,297,4505,1988,658,294,.416,.338,.807,15.2,6.7,2.2,1.0,3.9,.042,-3.0,-1.1,195.11818181818182,93.893544,Shooting Guard
1077,57,ATL,1995,Purdue,2,7,32,9,3,3,.250,.600,.000,4.6,1.3,0.4,0.4,-0.1,-.151,-6.3,0.0,195.11818181818182,96.615096,Shooting Guard
1078,58,DET,1995,Georgetown,8,403,5374,1454,1169,143,.530,.000,.658,13.3,3.6,2.9,0.4,13.7,.123,-2.1,-0.2,204.12363636363636,113.398,Power Forward
1079,1,MIL,1994,Purdue,11,688,25346,14234,4189,1879,.459,.340,.820,36.8,20.7,6.1,2.7,39.8,.075,0.1,13.5,201.12181818181818,102.0582,Small Forward
1080,2,DAL,1994,California,19,1391,50111,17529,8725,12091,.400,.349,.785,36.0,12.6,6.3,8.7,138.6,.133,3.8,73.5,192.11636363636364,92.98636,Point Guard
1081,3,DET,1994,Duke,18,1026,34776,17137,6169,4252,.483,.314,.769,33.9,16.7,6.0,4.1,99.9,.138,3.0,43.6,204.12363636363636,102.0582,Small Forward
1082,4,MIN,1994,UConn,15,957,25027,10716,6376,1305,.435,.350,.731,26.2,11.2,6.7,1.4,59.0,.113,1.1,19.9,207.12545454545457,98.883056,Power Forward
1083,5,WSB,1994,Michigan,19,1208,36654,16159,7428,2663,.469,.120,.764,30.3,13.4,6.1,2.2,59.4,.078,-1.6,3.8,207.12545454545457,108.86207999999999,Power Forward
1084,6,PHI,1994,Clemson,4,203,4531,1974,1023,118,.456,.083,.618,22.3,9.7,5.0,0.6,1.4,.015,-4.8,-3.2,183.41109090909092,117.93392,Center
1085,7,LAC,1994,California,11,736,18477,8286,3033,978,.430,.360,.759,25.1,11.3,4.1,1.3,19.8,.052,-1.2,4.0,201.12181818181818,107.047712,Small Forward
1086,8,SAC,1994,Xavier,12,756,21417,7933,5622,923,.490,.214,.746,28.3,10.5,7.4,1.2,54.5,.122,-0.8,6.2,207.12545454545457,115.212368,Power Forward
1087,9,BOS,1994,UNC,8,465,8479,2071,2159,207,.490,.000,.478,18.2,4.5,4.6,0.4,8.5,.048,-4.4,-5.2,210.12727272727273,122.46984,Center
1088,10,LAL,1994,Temple,14,954,32778,14155,3857,2812,.437,.373,.809,34.4,14.8,4.0,2.9,100.6,.147,3.1,42.3,198.12,86.18248,Shooting Guard
1089,11,SEA,1994,Tennessee State,8,298,5654,2196,1272,182,.536,.258,.562,19.0,7.4,4.3,0.6,11.1,.095,-1.0,1.5,183.41109090909092,99.79024,Power Forward
1090,12,MIA,1994,Arizona,6,277,5837,2167,580,886,.416,.363,.744,21.1,7.8,2.1,3.2,8.4,.069,-1.3,1.0,189.11454545454546,90.264808,Point Guard
1091,13,DEN,1994,Michigan,13,923,27925,13220,3193,3527,.443,.355,.801,30.3,14.3,3.5,3.8,47.2,.081,-0.2,12.3,204.12363636363636,95.25431999999999,Small Forward
1092,15,IND,1994,Nebraska,14,789,14613,5919,1716,778,.434,.399,.839,18.5,7.5,2.2,1.0,31.0,.102,0.2,7.9,201.12181818181818,97.52228,Shooting Guard
1093,16,GSW,1994,Louisville,4,173,2984,827,897,98,.496,.182,.465,17.2,4.8,5.2,0.6,3.9,.063,-3.5,-1.1,183.41109090909092,111.13004,Center
1094,17,POR,1994,Temple,13,793,19156,5871,2587,2126,.438,.350,.779,24.2,7.4,3.3,2.7,40.0,.100,0.7,12.9,195.11818181818182,94.80072799999999,Shooting Guard
1095,18,MIL,1994,Pitt,3,113,1570,440,351,57,.541,.750,.475,13.9,3.9,3.1,0.5,1.1,.034,-4.3,-0.9,183.41109090909092,106.59412,Center
1096,19,DAL,1994,Missouri-Kansas City,4,156,2222,1140,198,186,.404,.327,.608,14.2,7.3,1.3,1.2,1.3,.027,-3.3,-0.7,198.12,86.18248,Shooting Guard
1097,20,PHI,1994,Texas,1,55,809,195,62,174,.381,.314,.700,14.7,3.5,1.1,3.2,-0.7,-.039,-5.0,-0.6,183.11090909090908,83.91452,Point Guard
1098,21,CHI,1994,Providence,7,327,5201,1388,1187,305,.440,.222,.618,15.9,4.2,3.6,0.9,4.7,.044,-4.5,-3.3,207.12545454545457,112.490816,Power Forward
1099,22,SAS,1994,Boston College,5,147,1614,394,290,60,.444,.222,.743,11.0,2.7,2.0,0.4,1.6,.047,-5.3,-1.3,207.12545454545457,99.79024,Power Forward
1100,23,PHO,1994,Auburn,11,733,20727,8192,2402,1234,.457,.418,.778,28.3,11.2,3.3,1.7,44.0,.102,0.9,15.2,198.12,88.45044,Shooting Guard
1101,24,NYK,1994,Notre Dame,9,456,7624,2884,1296,544,.481,.111,.665,16.7,6.3,2.8,1.2,11.4,.072,-1.8,0.3,204.12363636363636,102.0582,Small Forward
1102,25,LAC,1994,Louisville,5,277,5144,1902,741,384,.478,.226,.767,18.6,6.9,2.7,1.4,8.2,.077,-1.5,0.7,198.12,95.25431999999999,Shooting Guard
1103,26,NYK,1994,Florida State,11,630,14080,3947,1648,2539,.408,.364,.771,22.3,6.3,2.6,4.0,33.0,.113,2.1,14.5,186.11272727272728,86.18248,Point Guard
1104,27,ORL,1994,Oklahoma State,4,168,1714,760,158,281,.409,.376,.647,10.2,4.5,0.9,1.7,2.0,.057,-1.5,0.2,192.11636363636364,87.543256,Point Guard
1105,29,PHO,1994,Duke,6,143,1395,329,210,50,.455,.000,.719,9.8,2.3,1.5,0.3,1.7,.057,-3.8,-0.6,204.12363636363636,92.98636,Small Forward
1106,30,MIN,1994,Boston College,12,786,16013,5116,1324,2748,.407,.350,.827,20.4,6.5,1.7,3.5,19.5,.058,-1.7,1.3,186.11272727272728,80.28578399999999,Point Guard
1107,32,WSB,1994,Marquette,7,401,5927,1072,1243,105,.446,.100,.551,14.8,2.7,3.1,0.3,9.4,.076,-2.2,-0.3,213.1290909090909,108.86207999999999,Center
1108,33,PHI,1994,Duquesne,3,139,2657,751,525,94,.489,.143,.487,19.1,5.4,3.8,0.7,2.6,.047,-2.8,-0.5,183.41109090909092,102.0582,Center
1109,34,ATL,1994,Northwestern Oklahoma State University,1,4,42,15,5,1,.333,.000,1.000,10.5,3.8,1.3,0.3,0.1,.076,-1.2,0.0,189.11454545454546,86.18248,Shooting Guard
1110,35,SAC,1994,Providence,7,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,-0.1,5.1,204.12363636363636,104.32616,Power Forward
1111,35,SAC,1994,Providence,7,449,10552,2527,3193,661,.538,.143,.529,23.5,5.6,7.1,1.5,23.4,.107,-0.1,5.1,183.11090909090908,102.0582,Power Forward
1112,13,BOS,1989,BYU,3,141,1328,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-3.6,-0.5,204.12363636363636,104.32616,Power Forward
1113,13,BOS,1989,BYU,3,141,1328,698,212,142,.474,.150,.835,9.4,5.0,1.5,1.0,1.4,.049,-3.6,-0.5,183.11090909090908,102.0582,Power Forward
1114,37,SEA,1994,Cincinnati,4,114,1146,423,275,76,.389,.309,.721,10.1,3.7,2.4,0.7,1.8,.074,-2.6,-0.2,204.12363636363636,116.119552,Small Forward
1115,38,CHH,1994,Kansas,3,133,1395,467,169,89,.530,.333,.579,10.5,3.5,1.3,0.7,1.1,.038,-3.3,-0.5,201.12181818181818,92.98636,Small Forward
1116,39,GSW,1994,Michigan State,8,181,1637,510,488,66,.510,.250,.576,9.0,2.8,2.7,0.4,3.8,.110,-2.6,-0.2,207.12545454545457,102.0582,Power Forward
1117,45,GSW,1994,Louisville,1,41,395,167,58,18,.388,.360,.682,9.6,4.1,1.4,0.4,0.2,.025,-3.5,-0.1,201.12181818181818,88.45044,Point Guard
1118,46,MIL,1994,Minnesota,11,565,15349,6745,1609,1180,.415,.384,.787,27.2,11.9,2.8,2.1,29.6,.093,0.0,7.9,192.11636363636364,92.98636,Shooting Guard
1119,47,UTA,1994,South Carolina,4,102,1248,323,149,117,.468,.316,.694,12.2,3.2,1.5,1.1,1.2,.045,-1.5,0.2,201.12181818181818,86.18248,Small Forward
1120,51,SAC,1994,Ohio State,7,318,4726,2031,1142,183,.506,.118,.675,14.9,6.4,3.6,0.6,12.9,.131,-0.5,1.8,207.12545454545457,104.32616,Power Forward
1121,52,PHO,1994,Houston,8,266,4951,1667,359,737,.407,.386,.792,18.6,6.3,1.3,2.8,6.4,.062,-1.8,0.3,183.11090909090908,82.553744,Point Guard
1122,1,ORL,1993,Michigan,15,831,30847,17182,8124,3526,.479,.299,.649,37.1,20.7,9.8,4.2,84.7,.132,3.4,42.1,207.12545454545457,111.13004,Power Forward
1123,2,PHI,1993,BYU,12,832,19531,6752,5268,573,.457,.103,.716,23.5,8.1,6.3,0.7,40.7,.100,-0.2,8.9,228.1381818181818,106.59412,Center
1124,3,GSW,1993,Memphis,14,704,23711,10684,3146,3525,.458,.316,.774,33.7,15.2,4.5,5.0,61.9,.125,2.5,26.9,201.12181818181818,88.45044,Shooting Guard
1125,4,DAL,1993,Kentucky,11,611,22762,11644,3271,2414,.418,.345,.766,37.3,19.1,5.4,4.0,43.7,.092,0.3,13.4,204.12363636363636,108.86207999999999,Small Forward
1126,5,MIN,1993,UNLV,9,563,17851,9405,2166,1535,.443,.352,.812,31.7,16.7,3.8,2.7,22.8,.061,-1.0,4.5,195.11818181818182,97.52228,Shooting Guard
1127,6,WSB,1993,Indiana,13,825,22007,7826,2610,1398,.466,.298,.691,26.7,9.5,3.2,1.7,23.1,.050,-2.5,-2.9,201.12181818181818,94.80072799999999,Shooting Guard
1128,7,SAC,1993,Duke,5,269,4170,1032,283,880,.353,.272,.769,15.5,3.8,1.1,3.3,-1.2,-.014,-5.4,-3.5,180.10909090909092,74.84268,Point Guard
1129,8,MIL,1993,University of Hartford,13,791,25737,11839,5867,1509,.485,.215,.638,32.5,15.0,7.4,1.9,47.0,.088,-1.2,5.3,183.41109090909092,105.233344,Power Forward
1130,9,DEN,1993,Wake Forest,12,866,21873,9468,3881,1722,.451,.347,.690,25.3,10.9,4.5,2.0,38.8,.085,-0.3,9.7,201.12181818181818,106.59412,Small Forward
1131,10,DET,1993,Jackson State University,17,937,23253,7956,2021,2506,.388,.360,.746,24.8,8.5,2.2,2.7,32.9,.068,-0.4,9.4,186.11272727272728,77.11064,Point Guard
1132,11,DET,1993,Tennessee,12,839,28311,14551,2434,1990,.444,.402,.863,33.7,17.3,2.9,2.4,55.3,.094,0.1,15.0,198.12,90.7184,Shooting Guard
1133,12,LAL,1993,UNC,12,774,17683,5109,3902,1121,.446,.306,.652,22.8,6.6,5.0,1.4,32.3,.088,-0.4,7.3,204.12363636363636,98.883056,Small Forward
1134,13,LAC,1993,Seton Hall,6,402,7305,3235,588,1034,.411,.378,.779,18.2,8.0,1.5,2.6,7.3,.048,-2.6,-1.1,186.11272727272728,86.18248,Point Guard
1135,15,ATL,1993,Florida State,3,85,838,203,153,60,.378,.000,.709,9.9,2.4,1.8,0.7,0.2,.013,-4.8,-0.6,201.12181818181818,99.79024,Power Forward
1136,16,NJN,1993,Kansas,7,335,4602,1547,403,569,.441,.361,.809,13.7,4.6,1.2,1.7,6.3,.066,-2.0,0.0,192.11636363636364,86.18248,Shooting Guard
1137,17,CHH,1993,Indiana,5,207,2530,938,219,201,.407,.290,.775,12.2,4.5,1.1,1.0,1.3,.025,-3.8,-1.2,192.11636363636364,78.925008,Shooting Guard
1138,18,UTA,1993,Seton Hall,1,15,92,19,10,0,.348,.000,.750,6.1,1.3,0.7,0.0,-0.1,-.064,-12.3,-0.2,216.1309090909091,122.46984,Center
1139,19,BOS,1993,Iowa,4,193,2512,980,517,61,.403,.000,.667,13.0,5.1,2.7,0.3,0.3,.005,-5.9,-2.5,183.11090909090908,108.86207999999999,Center
1140,20,CHH,1993,UConn,8,383,7592,2647,1332,527,.418,.373,.723,19.8,6.9,3.5,1.4,16.4,.104,0.7,5.2,201.12181818181818,98.883056,Small Forward
1141,21,POR,1993,Alabama,7,381,6935,2882,660,715,.394,.348,.666,18.2,7.6,1.7,1.9,5.8,.040,-2.0,0.0,186.11272727272728,81.64656,Point Guard
1142,22,CLE,1993,Arizona,10,568,17282,6357,2808,1063,.432,.351,.817,30.4,11.2,4.9,1.9,37.7,.105,-0.5,6.8,198.12,97.52228,Small Forward
1143,23,SEA,1993,New Orleans,13,845,16989,3473,5148,387,.505,.200,.605,20.1,4.1,6.1,0.5,37.8,.107,-1.4,2.6,183.41109090909092,111.13004,Center
1144,24,HOU,1993,Florida State,15,993,29812,15635,3221,5939,.454,.331,.861,30.0,15.7,3.2,6.0,87.5,.141,1.8,28.8,189.11454545454546,83.91452,Point Guard
1145,25,CHI,1993,Cincinnati,11,644,9925,2287,2690,460,.471,.115,.587,15.4,3.6,4.2,0.7,18.2,.088,-2.5,-1.1,207.12545454545457,108.86207999999999,Power Forward
1146,27,PHO,1993,Georgia Tech,1,22,69,32,24,1,.378,.000,.500,3.1,1.5,1.1,0.0,0.1,.036,-8.7,-0.1,207.12545454545457,112.490816,Center
1147,28,DAL,1993,Cal State Long Beach,12,800,15701,5784,1864,1130,.426,.348,.790,19.6,7.2,2.3,1.4,28.7,.088,-0.9,4.5,195.11818181818182,86.18248,Shooting Guard
1148,32,PHI,1993,Mississippi Valley State University,2,11,114,35,20,10,.308,.100,.500,10.4,3.2,1.8,0.9,-0.4,-.153,-8.4,-0.2,183.11090909090908,86.18248,Shooting Guard
